厌	人	宅	竟日
竹	寒	消息	不用
日	卷帘	云	清
山	草	南	断
月	眠	眼	骑
人	心情	春来	船
人	人	人	德
人	春风	成	郎
家	书	门	千古
长亭	秋	水	何事
梦	无心	年年	绿
红	寒	西	月
复	溪	买	有时
春	新	草	人
住	邀	日	喧
根	霜雪	春	折
名	悠悠	诗	间
黍	分	年	夸
十四	明月	迷楼	游人
人	杜鹃	字	相思
声	春风	占	日日
面	胜	雪	云
南	水	牵	辛苦
不须	州	叹息	流
云	酒	浩劫	空
精神	人	犹	休
日	时时	分明	迟
买	问	忆	画船
小艇	骑马	乞	东风
雨	燕	春色	啼
晴	书	升沉	空
曾	夕阳	花	闲
东风	行	山	新
东	吹	飞	月
前	檐	山	世味
曾	横	何人	丛林
悠悠	楼	犹	栖
面	士	俱	教
月	新	成	柳
空	水	余	笑
苔	栽	人	伴
风雨	春	须	青
闲	宜	裘	相伴
汉	空	武	空
名	遥	海	酒
酒	夜	黄尘	此地
深	清音	声	心
转	睡	梦	枕上
愁	雪	夜雨	红
春风	无人	杭州	梦
手	恩	水	香
春风	家	杨柳	垂
楼	高	山	笑
万里	亲	伴	世人
梅	喜	客	春来
花	柳	少	诗
身	送	秋	闻
忆	州	觞	落
山	间	诗	难
子	军	思	杀
吴	田	吴	宜
色	音	诏	心
日	水	万里	愁
柳树	高	系缆	号
身	春	残	愁
红	重	蓬莱	仙
屋	山	使	一毫
扁舟	挂	茅	十年
月	光辉	花枝	衰翁
明	醉	藏	无处
骊珠	落纸	春来	烟云
树	香	孤高	情
人	香	冰雪	难
谷	家家	成	花
空	师	心腹	风
路	真人	霜	相对
云	俱	曾	梦
拜	今日	问	青
红	日	船	身
虚明	飞来	北	安
清	客	死	君
竹	江梅	道	一时
春	花	织	自有
花	春风	飞	香
高楼	弹	门前	五楼
人	九天	养	供
转	雨	从容	推
晓	笑	画	池上
堕	花	十二	芳丛
海	归去	风	月明
阴阴	莓苔	清风	送
何事	愁	焚香	读
胜	非	深	前
难	云	终	伊
寻	理	惊心	飞
春	白羽	浑	人
青	雪	晚	风雨
滴	梦	恨	郎
花	船	新	旧
收	宫	元	煮
霜	干	色	香
复	映	千里	愁
西郊	寒	君	离心
信	峰	人	香
期	冷	心	月
接	家	日	春
梦	心	蒲	遵
守	今朝	乾坤	孤
雪花	梅	头	风月
月	夜深	人	寻
南	山	元	南
长安	钱	笑	醉
穷	岁	须	恐
碧	觞	日	冰
村	空	东	先生
直	横	关	鸣
汉	寒	口	复
锦绣	千林	废	难
行	久	落	君
於	雪	石头	甚
亭前	风	天上	落
官	日日	非	空
强	期	畔	笑
碧	香	侵晓	睡
身	花	间	家
雪	日	惊	嘶
仁	心	天下	一日
云	闲人	莫言	春
山	请	家	雪
洛阳	江	梅花	春
死	城	夜半	月明
家	翻为	行	徒
业	身	岩下	天
横	何曾	空	煮
白发	雨	非	香
青	返照	细	间
难	雪	难	山
腰	招	水	家
新	气	尘	孤
寄	青山	落	僧
烟波	亲	长安	曾
世间	虽有	成	不须
风	匀	今日	写
山	烟波	休	昨夜
问	草	畔	兴亡
黄叶	不用	竹	须
水	春风	长条	人
远	分	佩	月
一片	久	天	愿
最	物情	家	人
休	心	曾	声
山	犹	天	飞
春	夜	家	倚
发	眼	双	山
春风	先生	归去	道
复	心	梦	何事
风	水	影	碧波
食	寒	一生	错
破	梦游	造物	道
少	梅花	数	春风
万古	属	石	终
喜	兵	城	声
天上	尊称	无人	本来
锦	屏	供	阑干
身	懒	愁	一枝
红	风	何人	雨
送	云	秋来	春
玉旨	幽燕	河北	千里
小	白玉	一声	春色
风	月	无人	花
明	卧	桥	人
风	纷纷	古今	山
春	花	住	雨
岁	寒	前	带雪
新	玉	夜	秋
万里	日	语	报
寒	月明	难	愁
山	秋风	回首	百里
昨夜	人	庭前	宵
家	钱	蕃	烟
足	行	人间	山
人	深	犹	行
绿	泻	思	分
吟	诗	吹	春来
春	年年	湿	月
月	邻家	人	香
月	舟	人	日
尘	新	教	醾
流	绣	日	峰
浓	红粉	疑	合
尤	悠悠	万里	春
问	清	月	春风
生	船	荷叶	江南
今日	师	梅花	春风
爱	鸣	身	闻
春	新	花	人
游	云	君	青
禅	前	身	机
尘	问	浑	何人
性	君	道	元
醉	扁舟	舞雩	陋巷
春	梅花	幽人	复
幽	世	处士	睡
机	瘦	机	心
罢	淡	医国手	丹
意	寒	彩	不须
闻	文章	句	香
土	观	登	视
杖	吴	晚	低
吹箫	心	分	今朝
玉	今日	春风	吹
空	酒	俱	安
移种	妆	思	渠
胸中	笔下	鹿门	玉堂
小	走	村家	愁
枯	瘦	祖孙	君子
山下	重	前	天
君	世间	夜	图
衣	坐	雨	诗
红	香	春风	画图
重	飞	争	旧
春	臣	青	人
道	病	青山	白头
百尺	小	日	眼底
饶	人	人	春
生	呼	道	霜
当年	直	西湖	须
犹	舆	黄	年
心	深	浑	犹
清泉	元	不足	江边
露	花	酒	属
吹	身	东	人
月	柳	香	行
寒	飞	断	深
溪	木兰	风	溪
圆	翠	空	偏
天地	风	归来	一重
诚	春	吟	醉
人	家	神仙	祗
歌声	频	水	清
仙子	叶	忆	慰
佳	月	琉璃	家
强	傍	叟	笑
秋风	夜	曾	旧游
当年	犹	陈迹	复
年	成	遍	空
裹	草色	忽	复
水	篱落	西风	芙蓉
黄	新	坐	天
不可	人	游	风
香	君	日	无人
城头	清	问	正平
水	复	绿	行人
行	人	归来	传柑
向来	散	娉婷	君
碧玉	声	花	行
飞	语	解	人
日	门前	西	杏花
风	秋	拖	红
俱	高	买	忘
雪	江山	胜	空
浮云	明	远	四海
十年	白头	莺花	心
声	奏钧天	万里	眠
州	筹	时贤	清
春	花	春	雪
青帘	红	百年	月
雨	鞍	留	不作
泪	重	留	远
碧	睡	归去	轻
身	邻	溪	月
秋	飞	孤	一枝
生	叶	人生	云
风	问	君	香
身	世间	客	水
当时	曾	宋	尘
愁	忧	愁	病
南山	山南	道	僧
杨柳	短	醉	船
雄	道	天	通
山	地势	产	相望
园林	春风	寒	声
日出	月	云	山
水	日月	鳌	西
小	钱	雨	穿
玉	风	著	烟
淹	萌芽	风	花
动	转	远	孤舟
密叶	香	间	翠微
欺	万金	消	犹
九日	菊花	送酒	家
绿	东风	花	翠微
未知	意	爱	君
弦	拥	犹	哭
明	戏	数	假
城	傍	最	黄金
明	殷勤	病	贝叶
遍	遮	圆通	家
先生	青	人	丝
空	空	八万	禅
道	幽	水	诗
程	城	隔	日
扬州	苦	家	黄花
石	寒	无处	黄
幽	仙	雨	君
游	留	城中	羞
间	低	君	桃李
秋	游	岳	流
香	怨	东风	春风
日日	身	客	送
清风	挂	问	人
雪	曾	意	秋风
霏霏	亭	断	雨
小	江南	闹	报
妙用	参	言	日
明	空	秋风	颜色
君	高	身	人
春	回首	诗人	青山
秋	逐	问	酬
重	寒	晚	一日
秀	生	人	行
前	云	君	扪
寒	命	倚	催
平生	风	春归	犹
雨	南	燕子	飞来
手	雨	报	秋
东风	惜	吹	杀
声	种	辞	扁舟
春	花	嗟	力
接	程	留	报平安
兄	人	海	鲁
滩	人	心	难
州	崖	月	秋
东	铜	死	秋风
须	行	睡	飞
觜	智	缘	须
喜	怯	高	直
花	风	天上	广寒宫
亭	残阳	今日	味
玉女	分明	尘	云雨
溪	夕阳	机	秋
松	爱	身	西
碧	参差	清	风
春	晴	路	深处
千金	乐	成	卧
境	桐叶	一绝	根
动地	翻	飞	道
道	险	物	深
梦	意	赤松	香
江南	送	信	秦
新	秋天	月明	年
空	深	坐	新
字	玄	复	废
愁	愁	愁	身
春	尚	诗句	诗
成	春风	笑	少
身	自有	世	求
水	闻	道	君
风	愁	江上	杯
花	风吹	飞	枝头
梦	漫漫	休	镜
有意	清香	梢	细核
访	花	月	堕
鹤	僧	闻	秋
水	洲	閒	白头
垂	泪	山下	身
冠	意	天地	食
雪	香	句	诗
夜	愁	家	头
寻	无人	心	时时
雪	红	东	飞
日	碧	东风	渔
春	动	青	醉
宽	始	信	云
日	死	今朝	人
碧	春风	船	棹
禅	休	文	记
日	节	天	太
君	意	寻	云峰
高	石上	钱	江山
春	黄	惊	问
州	识	曾	昔年
云	落	旧	一片
花枝	发	承恩	双蛾
西	浑	深处	北
留	破	心	一身
纷纷	心	人	山
人	客	病	春事
栽	转	信	识
青	觅	逐	平
窗户	碧	缘	识
病	垂	寻	玉
万里	动	先生	人
日	尘	嗟	身
深	古	异	流水
物	曾	天上	人间
写	妍	水	人
旧	闲	画	人间
君	两番	秋	间
容	不觉	人	相识
太	数	官	限南北
人	怀	阳	人
百年	书	儒	先
黄	如霜	针	冷香
摧	村	善	乞
春	余	富	身
平	青	疏	村
鱼	雨	相见	莫道
九年	愁	春风	从前
期	行	雪	诗
落	水	晚	分
将军	家	双	复
舟	落日	人	秋水
芳草	深	寒	春雨
行	平生	林	霜
深	清风	人间	聊
沉	深	梅花	天心
云	犹	新	频
芙蓉	霜	罢	留
深	酒	行	心
玉	雨	飞	诗
绿	寒	自有	不须
九天	使	雕盘	赐金
深处	虚	吹	书
云	道	肠断	声
三年	前	万里	南
花木	枝	悬	端
园	笑	百斛	人间
月	青	春	愁
响	响	潇洒	当年
秦	一夫	英雄	喧喧
园	竹林	故乡	秦
江上	斗	不须	家
非	年年	纸帐	声
复	风	薄	乐事
新	言	来意	船
清	平	先生	人间
日	犹	馀	客
柳	黄流	青青	总
假	懒	衣	竹
间	人	惊	春
石	苔	曾	雨
复	虚	木	疏
空	人	觅	声
春	日	晓	泪
晓	流	烟水	浮沉
花	春风	路	家
愁	新	主	度
舟	少	秋	花
河洛	江山	春风	醉
月	泛	西风	秋
草	生	雨	君
一日	犹	山	松
当年	先生	人间	何人
栖	诗	送	交
杨柳	放	道	四月
物	新	解	君
空	僧	曾	放
客	月	千年	一枝
列	人间	门	无心
人	送	思	亲
须	仁	氏	爱
碧玉	坐	竟日	道
沧浪	道	自有	人
肥	飞	静	人
御	歌	不识	错
柳	小	舞	风月
亭亭	玉	从前	寒
积渐	儒	手	使
区区	早	小	柳
难	石	闻	贪
旧闻	轻	睡	清
吟	移	疏懒	乱
成	清	缘	间
风	高	绿	香奁
留	始	霜	窗
栽	寒	物	世事
年	闲	梦	惊
碧	残	逐	淡月
乐	戏	春风	解
丝	住	锦	溅
山	泉	困	泉
觅	画	东	仙
西山	情	水	风
风	人间	汉宫	玉
懒	雨	尚	散花
轻	横	无人	声
柳	晚	日日	黄昏
禅	冰消	先	同年
道	闻	漫	诗
寒梅	胜	前村	暗香
春风	道	酒	生
官	拂	笑	花
月明	何曾	今夜	朱颜
寒	西风	鸣	鸥鹭
交	恨	雨	吹
青	行	新	舞
寻	家	旧游	嗟
酒	书	君	早知
坐	门前	买	贫家
分	无心	行	危
圣	身	道	人
报	细雨中	雪	春
坐	眼	钻	铁牛
水中	影	鸟	东
西湖	花	卧	古
万	四面	日日	掌上
君	嗟	尉	兼
碧	泠泠	人	渔舟
断	天	道人	变化
声	深	前	行人
名	山中	嫌	烟霞
今朝	雨	声	妙
倚	云	胜	高
万里	天	移	眠
美酒	盛	使	他乡
路	秋风	举头	鸟
明时	栖	穷	一枝
锦	花	明	容
轻	日	香	寒
曾	青山	不为	风
使	衣	船	报平安
纷纷	心	人	山
新	住	秋水	一枝梅
春	野水	路	花
人间	月	秋	思
哭	程	送	远
身	宽	穷	泪
竹	诗	无物	春
春	人	雨	不觉
东风	绿	柳	犹
爱	眠	人	花
远	一两	孤舟	雁
水	绿	盛衰	移
北	湿	风雨	雪
死	信	尚	莫言
烟波	散	吹	蝉
重重	外	足	世
天地	存	废	犹
曾	短	元	早
州	藏	久	郭
曾	梅花	衣	觉
飞	夜	山	家
子	争	著	终
鸥	沙	全	先
四面	诗	藏	声
书	丹	吹	乞
闻	醉	雪	山
曾	江湖	道	犹
一年	霜	三年	未知
坠	清	唐	丽
生来	春	乐	旧
虚	典	碧	读
尘	垢	水	年
人	诗	曾	深
西	恨	日暮	扁舟
昨日	空	松风	人间
人	坐	遗恨	风雨
力	前	马	流
春	人	调	愁
求	木	味	人
白发	重	愁	阴
渺渺	台	稳	喧
风	碧	当时	落日
明	一片	报	难
桃花	红	非	春风
兴亡	水	笑	舟
疑	古	金丹	枯
雨	诗人	堕	飞
人	夫君	人间	红紫
千年	花	头	犹
飞	花	秋	落
喜	吾师	岭	不作
年	争妍	道	新
图	东	药灶	山
台	上方	山	新
成	卖	难	家家
吹	梦	仙	白云
人	门	深	惹
远	阴	惊	吹
绿阴	杨柳	春	开花
闲	枝	诗	总
堂上	心醉	笑	未知
雨	秋	秋	万
秋水	夕阳	浑	寒
分	问	留	异乡
行	夜	秋水	月
强	无人	故园	傍
远	春	僧	千年
身	道	言	精神
弄	风	春	盘桓
风	星辰	心	十年
滩	聚	生	江水
月	端	绣	黍
深	山	旧游	身
黄金	迟	春	海棠
归去	家	异	圆
道	细	思	心
官	深	断	笑
一生	休	深	使
仙	久	山中	南
何人	泪	读	非
道	动	行	西
发	茫茫	谩	奴
滩声	银山	风	意
楚	强	解	不解
前	存	今日	稳
高	寒	道	秋
花	绮	先	重
圆	夜夜	月	灰
郎	前	道	握手
雨	解	无处	夕阳
渺渺	茫茫	迷	烟雨
痴	人生	残	泪
树	倚	秋风	先
百花	车	罢	意
金	云	天	前
月	万里	远	家
寒食	风	空	锦
竹	清风	忆	书
水	落	小	寒
垂	日	平生	日
无事	花	乘兴	如家
红	惊	变	雪
声	渠	皇	君
家	茶	意	花
折	君	今日	山
新安	山水	子	空
年	行	江山	旧
雨初收	秋	此地	无人
溪	曲曲	乐	侯
头	犹	早	妙
曾	笑	雨	斜
行	寒	日	闲庭
月	卧	忽	青
五更	声	晓	明
鼓	酒	煮	眠
枝	碧	难	眠
宴	游	春风	人间
路	低	城	一时
月	室	晓	秋
路	行	舟	罢
销	子	古	穿
道	钱	几斗	愁
雨	残	惟	忽
新春	树	外	东风
春风	封	江上	雨
僧	白云	枯	总
血	人情	非	累
一片	船	清风	春
红	小	端	诗
春	香	响	燕子
年	金篦	天	明
断	烟	寻	冥
鸣	日	浑	空
雨	山	梅花	春寒
法	坐	亲	铁
春光	意	岁	最
夜深	清	人	日
句	年	嗟	人
转	梦	坐	雁
仙	洗	风味	西山
清	行客	生	是非
鸣	鸠	无穷	成
空	寂	断	红
日日	醉	思	风
轻	难	飞	不用
白云	昔人非	响	踏雪
穷	复	安	书
官	吹	不忍	犹
间	栏干	藏	书
染	吹	浑	不容
春	香	横斜	平生
雨	尚	赋	间
黄	喜	风	楼台
青松	阳春	人	成
旧	新	识	第一
仙	滴	金	天子
风	山	不用	人间
溪	人	山川	明
寺	鱼龙	天下	人间
桃花	裙	帏	仪容
锦	花	郭忠恕	画
辇	垂老	衣	当时
斜	何人	双	花
休	人	归来	人
舞	动	绣	花
种	石	人	食
春愁	送	风	啼
梦	闽	迎	先生
无人	孤	白鹭	伴
秦	争	道	雪
一步	诸	犹	仙
风	睡	催	青山
曾	秋风	天	水
月	云	年	将军
夜	香	芳草	池塘
洒	山	使君	心
花	水	一笑	归路
元	难	三百	请
天	微	诗	锦城
风	沙	愁	人
花	年年	闲	问
船	人	阴晴	闻
春	舟	孤	江边
秋	双	逐	云
江山	言	恨	身
新	风吹	小	荷花
晓	难	最	花
人	笑	花	相宜
山	学	收	行
芳草	梅	皎	渠
人	饮	醉	回首
官	江风	谪仙	醉
六月	堕	问	桃李
深	风	无人	碑
平	人	客	苍苔
犹	识	九茎	灵根
阴	清	笔	天
万里	乡	树	认
问	三更	汉	列
满城	终日	客	期
酥	清	明日	水晶
眠	忽	空	日
月	风	玉	尚
巧	绕	非	人
壑	林	道人	岁月深
烟水	曾	天	漫漫
山	雨	忽	水
月	踏	香	犹
游	新	许	难
分明	梦中	坐	风
秋	轻	玉	声
笑	图	扶	花
树	风吹	直	精魂
畔	家	无人	月
万卉	风	花	动
添	花	晴	留
收	园	分	钱
春	万里	移	梅花
磊落	意	尚	春
春	蘋	夜	人
依稀	山	水	成
买	人	扁舟	明月
苍	惊	想	行迹
烟	月明	客	书
人	守	雪	生
绿	西风	低垂	花
冷	天下	手	崇
寒	夏	醉	历历
欢喜	自有	胜	轻
天	教	千载	子
道	烟	咏	方信
暂	逐	毕	翛
识	分	乞	江南
转	绿	声	草
生	人	岸	行
山	道人	语	成
舍	意	风流	潇洒
鼓	刀	结	银山
珠	绕	人	秋
鹤	先生	冲天	月
卧	稀	再	将军
风声	高	君	傍
江上	江头	芽	爱
休	漫漫	重	青山
香	黄	化工	迟
弄	君	人	玉
滟	舟	落	愁
东风	柳	芳心	思
黍	远	何为	心
黄	笠	人	进
君	寒	双	书
门	日	香	响
雪	寒	窗	浑
微	万	须	总
意	何难	琴瑟	未必
雪	道	寒	春风
声	生	石	行
花	前	尚有	取
一枝	未觉	空	问
人	笑	过隙	一年
君	骑	相识	住
头	渠	耳	业
外	秋色	落	宫
浑似	钱	屋	花
神州	声	春风	难
倍	声	老人	意
裾	歌	独有	书
殷勤	喜	潇湘	精神
芙蓉	低	钗	相逢
万	居	春	前
渠	闲	新	山
国	赖	自有	解
青山	水	疑	卧
空	春风	难	红
诗	月	杏花	秋
南山	守	三山	行
逐	青青	门	清明
风	春色	散	飞
不可	弦	养	明
松	诗	夜	月
诗	湿	落	兴
海	飞	天	片帆
载酒	忙	秋	竞
迹	希夷	古	天下
问	水	客	前
难	疏	妇	同居
雨	秋	卷帘	沉水
山头	倒	翠	风
君	枯	君	明
瓶中	花枝	兼	诗
犹	苍苔	非	排空
门	身	相思	尘
绿	流	催	舟
寂寞	百年	人	忙
少	工	样	山中
张	新	鸾	舂
水	翠	诗人	柳
明	夕阳	寻	渠
诗	春	海棠	人
雨	梦	迟	秋
绛	水	清	香
西	轻寒	愁	杏花
客	病	春	行人
外	雪	一声	千古
南	月	醉	空
世间	醉	跨	山
牡丹	笺	酒	年
落	旗	分	倒
月	碧	江湖	数
戏	道	分	成
风	歌	咫尺	游
东	罢	无处	傍
山中	玉	日	年
溪	青山	临溪	山
犹	红	隔	春风
明	行	横	君
闭	黄昏	花	一枝
亭	宽	飞	寒
力	飞梭	风云	惊
柳	先	春	舞
心	玉	忘	水
文章	复	犹	问
雁	人间	吹	黄花
笑	须	云	千里
纷纷	疑	云梯	泣
云	休	犹	帝王州
最	留	生	旧
邯郸	休	鱼	扁舟
风	水	春色	前
杨柳	风光	人	夕阳
百年	流水	无人	人
亲	君	君	烟
问	山光	绿阴	风
桑	新	五色	献
梦	无为	可惜	弄
贤	重	合	强健
山	堪	落日	寒
小	秋毫	天公	年
罢	白云	刘家	堕
愁	愁	吹	泪
闻	双	梦	相随
山	绿	眼	云
将军	休	官	道
平生	凄凄	贫	一笑
柳	烂	黑甜	春风
亭	横	眼	凫
龟	羞	笑	费
月	门	人	恨
水	山光	何人	烟
前	复	忆	卧龙
风	新	落	人
秋	寒	久	霜
武陵	溪	心	客
恶	斗	山	尽情
雨声	诗	赤城	雪
叹	霜	钟	茫茫
种	花	人	嗟
水	碧	兴	咏
明月	闲	问	何人
年华	道	挽	度
君	山色	子	曾
崎岖	平生	白云	山
声	字	万	余
书	深	夕阳	掩门
指	东海	秋	人
自知	天	德	缘
修	堪	天	学力
合	惊	僵卧	未知
盘	红	飞	记
南	敕	空	灵
冥	疑	飞仙	度
名	全	树	图
天	花	静	子
乐	曹	问	春风
行	梦	名	争
月	宫殿	宴	骑
余	尚	不作	属
晚	影	休	深处
笑	山中	仙	丰年
久	今日	水	一事
家	花	笑	愁
晓	柳阴	何日	扁舟
路	寒	眼	凭栏
泉	恨	三尺	寒食
门前	东风	忘	身
花	香	一枝	余
成	子	天外	云
身	寒	官	今朝
日	有人	语	白云
曾	无穷	何在	坐
洗	分	万里	中天
弄	门前	道	风流
枝	窗外	坐	春
放	量	草	僧
捧	开筵	双	天
有情	行	愁	明
寒	东	羞	教
草草	新	易	声
春	草	江水	人
曾	醉	先生	啜
偶	旧	喜	宫
日影	深	梅花	海棠
散	冰	君	缯
题	寒	雪	约
万顷	缘	天	痕
轻	酒	旧	休
卷	驰	日	春
君	楼	嫌	清浊
坐	歌	桥	行
清	红日	坐	鉴
山	心	独秀	退
难	贵	宠	成
路	溪	水	西
称	须	缀	乐
莲花	关	画	虏
故人	王孙	诗	画
疏	石	作主	空
花	绿杨	诗	白头
五花	书	深远	复
春	行	信	黄
亭	藏	君	幽
雨	秋	酒	愁
客	间	惊	石
四海	阁	炉火	灰
问	幽	一片	人
心	宿	月	萧萧
二九	相逢	尊	走
君	笑	清风	携
新	家	客	路
诗	年	犹	流水
问	言	力	何曾
久	护	争	爱
摧	逐	南	解
声	今日	恨	臣
命	悲	恨	秦
住	烟	秋	随手
春	身	古	人
尘	春	十年	信
明月	伴	情	度
石	石	骨	生
面	春	野桃	人
居	犹	泪	仙
飞	游人	手	留
台	千山	高寒	安知
秋	深	益	旧
落	绕	不堪	教
久	消	行	万国
恐	羡	云	雪
江南	风	先生	车马
萧然	生	相逢	故人
昔	尝	少年	岁晚
空	声	声	神通
长淮	万	波间	曾
长空	寻	久	嗔
致	难	山下	识
迟	味	波	口
曾	春	酒	寒
中夜	百年	树	寒月
徘徊	道	何如	清
徒	穷	存	尘
客	名	白云	此生
夜光	忘	紫	犹
意	迟	白发	相对
桥	百尺	俱	前
意	往事	忽	故人
行迹	引	山中	雪
舆	游	山	山
春	青	水	花
秋	游	诗句	愁
远	鱼	觉	空
东坡	高	水	江
佳人	倾城	生	人间
生	宫	春	不忍
堕	远	雨	霜
飞	年	无际	美
诏	意	焦枯	通
横	诗	笑	泉石
千山	千山	白云	人间
叶	花	苦	东
日	秋风	浑	泪
休	桃花	雪	游
竹	人	教	九秋
年	饫	行	分
翠微	身	人	清风
高	山	月	风
曾	小	红	安
胜游	日	千金	休
浮	药	细	直
紫金	名	物	生
道	非	接	心
寒	晴空	寄	春风
无尘	春	梅花	翠
晓	重重	荷花	眠
渠	安	少	觉
无际	天	忽	动
此君	曲	难	斜
谁家	人间	花	动
鱼	人	川	地狱
绿	秋	终	翻
亭	昔	子	千载
南	雨	香	云
语	喜	诗	酒
醉	酒	死生	愁
疾风	识	安	智者
停	轻舟	画船	湖上
凉	暗	秋	红
晚	无人	回首	五更
书	客	村	认
山	成	烟	留
风	阵阵	忆	寒
雪	儒	非	炷
信	云	语	君
郎	子	心	谢
干	沙场	高枕	梦
无人	清	直	尚有
门前	蒲	乘兴	觅
今日	行	令	春风
小	争先	须	人
雨	万	眼	闲
短	风	山	烟雨
雨	水	睡	声
不生	善	门	足
人	始	理	笑
寻芳	眠	觅	前
前	尘	众	笑
烟	山川	客	船
及早	须	人	元
两岸	桃花	春风	犹
烟	畔	万里	青
酒	复	人	口
奏	高	孤村	人
登	今朝	当时	先生
数	梅花	少	云
山	水	数	高
移	曾	师	南山
心	虚空	虚空	无非
休	牧	云	无为
高	醉	酒	风
人	一笑	前	须
晚	声	使	非
浑	供	新	台
拂	泫	柳	君
云	寒	年	空
弄	喜	湿	声
横	转	休	渠
吹	倚楼	数	记
君	妾	恨	君
拂	远	元	青
人	列	恐	花
人	迟	稀	阴
白头	髻	眠	闲
诗	倚	贪	荷花
乱	鬓	树	啼
春来	腰	灯	难
兴	生涯	遗	不须
风	杂	无余	高
风	天地	不须	梦
东风	钓鱼船	渠	钱
双	藏	自有	劳
晴	飞	黄昏	明月
笼	土	曾	今日
家	树	碧	风
新	君	使	行云
生	狂	刘	汤
风	不可	春寒	海棠
秋风	笑	尚有	空
语	明	笑	风
崖	烟雨	读书	累
恨	遥	教	萧条
宿	蒲	书生	图
催	香	占	东
明	弄	梦	骑马
古人	吟	道	黄金
数	休	明	曲
纷纷	君	闻	高
芙蓉	属	闻	愁
风	春	静	不见人
通	转	东	遽
金	言	奔	凤
身	恨	郎	衣
间	闲	平生	拟
忧	闻	君	插
金	道	德	参
夜	气	骨	家
雨	宽	花	柳
生	数	洛阳	白头
荆	腥	心	思
渺渺	花	秋光	家
不用	鸣	非	人间
南山	竞	人	亲
乌	寒食	收	日
秋	十万	烟	光浮
并州	轻	通	裁
鉴	使	古	身
死	强	人	家
春	植	寄	凭栏
春	人	明	声
犹	声	客	远
入宫	平生	奏	姓名香
城	人	呈	行
高	曹	何事	吹
吟	人	水村	春
春草	玉	鹤发	犹
美人	风吹	采	坠
黄	尘	辇	曾
节	空	吹	深
客	身	寺	数
池	露	修	旧日
行	深处	浑	春
忆	酒	醉	东风
林	飞	足	月
早	夜	山川	灯
行	中间	意	心
花	路	惊	春风
秋	生	拳	声
风	红	春	东
岁	心	新年	几多
月	夜	复	坐
云	诗	优劣	学
花开	远	问	春
何曾	卧	客	桃花
山头	年	酒	花
穷	高	风味	忆
柳	平	歌声	舟
雪	雨	天意	操
峰	高	稍觉	方知
冰	青	化	换
上苑	春	使	不见人
迟迟	春光	吹	人
复	风流	兼	发
清明	春	犹	识
奔湍	风	道	世
发	英雄	当时	居
生	不可	酒	清
寿	手	身	青
曾	生	根	深
风月	余	李	属
青山	烟	风	烂
罢	诗书	垂	信
万	信	手	枝
游	江头	心	休
吹	千载	晚	秋
春	腰	不敢	玉箫
柴门	闲	千枝	花
寒	千年	锁	秋风
余	静	忽	心
语	山	眼	直
青山	青山	云母	枝
令威	不须	日	生
春	记	一时	愁
客	醉	黄金	送
溪	耳	主人	春
青山	伴	子	春风
接	人	青山	重
幻出	危	心	阔
绿	雪	棹	乱
苏	碧	山色	前
云	小	轻生	年
尘	梦	熟	天
叹	分	君	心
南	关	家	首
云间	中流	日月	山
客	愁	春风	屋
图	竞	收	成
山	日	天	宽
分	家	玉	天涯
旧	冷	水	寒
道	钟	寻	行
当年	兰	酒	诗
山	门前	风	吹
竹	寒	子	外
万里	路	绿	雪
心	梦	生	露
寒	梦	翠	直下
尘	一时	芳草	牛
遍	仙	移	白云
白日	忽	疏	曾
道	尚	携	池
山林	春风	衣	春
当年	君	无人	梦
水	分	一中	学
归来	孙	惊	儿童
夜	凄	外	花
红	低	声	万重
良辰	岁	离别	君
红	叶	解	杀
水	清	空山	卧
雪	客	死	窠
花	破	希骥	强
人情	黄	黄	争
觅	青山	圆	足
晴	新	幽人	清
雨	云	晚	隔
春	散	天下	道
丹青	功德	玉	楼
子	不须	少	古人
凉	斜阳	非	高僧
道	指	明月	请
山	踏	江南	竹
冠	风流	不尽	留
间	红	轻	春风
乞	分明	嫌	人间
旬	清	闲	犹
山	人间	东南	巾
梦	居	山	雪
十年	花	第一	问
曾	迟	乞	裘
人	东	供	送
转	山	春	东风
黄金	白玉	不肯	外
女儿	居	吹	可人
清	石	旧	雨
春	人	宫	君
身	须臾	霜	声
平生	梅花	不用	俱
僧	脱	兼	先生
村	无人	摇	春风
工	心	非	子
高	分	意	轻
日	花	风	交
红	倒	声	问
恨	山	头	种
鼓	轻	飞	将军
扶	尚	清	人
碧	一水	乐	诗
平生	百	曹	城
平	暑气	半夜	绿
绕	深	知己	岁
迟	无处	罢	手
柳	青青	忘	梦
州	藏	赤脚	行
百	愧	殷勤	水声
间	暮	安	东山
著	古	亲	难
丹	惊	供	眠
骨	人	河伯	乞
胡	蜀	千载	仙
春	解	月	独立
枝	垂	春	吹
想	乘兴	远	山
路	云	云	云
眼	总	浑	晚
横	禅	山	宛然
春	成	笑	孤
罢	玉山颓	东风	梦
梅花	霜	古	同盟
不堪	情	纷纷	门
病	信	忽	萧萧
子	献	足	反
闻	花	诗句	家
美人	深	湿	心
宫	迎	南	明
东	诗	客	蛾眉
晴	树	鸣	响
梦	阑干	四海	身
谢	翻	健	胜
君	迷	坐	天
紫	花	千金	游
山中	动	非	梦
山	成	叹	人间
官	梅	吹	花
甚	桃李	啼	人
清	外	桃李	风味
何年	梦	不须	声
屋	寄	道人	山
溪	飞	折	衣
霜	霜	日	斗
花	毛	勇	受
